"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Aybaekxing: Happy Birthday! Bapakkk 🥳🥳

HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편 
@weareoneEXO http…",FALSE,0,NA,2021-11-27 13:47:41,FALSE,NA,"1464591762039603205",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shikazexx",1,TRUE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편
@weareoneEXO 26",FALSE,0,"bianxca0",2021-11-27 13:47:40,FALSE,"1464583301201477638","1464591759648845829","1072382125318389760","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bianxca0",0,FALSE,FALSE,NA,NA
"@ParkChanyeolINA @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편… https://t.co/ypG0hvWHoK",FALSE,0,"bundanyaloey",2021-11-27 13:47:40,TRUE,"1464591698722377737","1464591758256312326","1366722970031255555","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bundanyaloey",0,FALSE,FALSE,NA,NA
"RT @NTH_2705: 장재혁 ins updated

""Happy birthday to Chanyeol.

Chanyeolie's hyung mama teok, I'll eat it well

I love you @/real__pcy""

#Happ…",FALSE,0,NA,2021-11-27 13:47:40,FALSE,NA,"1464591758176645122",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tuntuntunna",38,TRUE,FALSE,NA,NA
"RT @no_loey_no_life: #CHANYEOL's message ❤

It's such a great stroke of luck for me to be spending my birthday like this with you all. Than…",FALSE,0,NA,2021-11-27 13:47:40,FALSE,NA,"1464591757182529544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nini_loey11",1258,TRUE,FALSE,NA,NA
"RT @bubble_tea_04: @27xCHANYEOL HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편 
@weareoneEXO",FALSE,0,NA,2021-11-27 13:47:40,FALSE,NA,"1464591756931043341",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nada5565950627",1,TRUE,FALSE,NA,NA
"RT @no_loey_no_life: real__pcy IG story updates

We love you, CHANYEOL ❤

#OurMeissaChanyeolDay 
#HappyChanyeolDay 
#찬열아생일축하해 
#항상찬열이편 http…",FALSE,0,NA,2021-11-27 13:47:40,FALSE,NA,"1464591756561952771",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","6104Nge",413,TRUE,FALSE,NA,NA
"RT @hunniesday: 211127 Chanyeol Instagram story update 🍒🎂

😭😭😭😭😭😭
#찬열 #박찬열 #CHANYEOL 
#OurMeissaChanyeolDay #HappyChanyeolDay 
#찬열아생일축하해 #항…",FALSE,0,NA,2021-11-27 13:47:39,FALSE,NA,"1464591754523340802",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","icterume63",475,TRUE,FALSE,NA,NA
"@pcyrlrp HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편 
#HappyVirus  
#CHANYEOL",FALSE,0,"pcyrlrp",2021-11-27 13:47:39,FALSE,"1464424499667824642","1464591753864826881","1307641935511740417","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","6104bbhpcy",0,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편 
@weareoneEXO",FALSE,0,"4loeyksoo",2021-11-27 13:47:39,FALSE,"1464591694590976000","1464591752707280896","1395742114416271362","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4loeyksoo",0,FALSE,FALSE,NA,NA
"RT @WORLDMUSICAWARD: Happy Birthday to the very handsome and hugely talented #Chanyeol of the legendary band #EXO, World Music Awards Multi…",FALSE,0,NA,2021-11-27 13:47:39,FALSE,NA,"1464591752585564163",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","qnxtp",6012,TRUE,FALSE,NA,NA
"RT @hourlySKY: THIS IS SO CUTE😭😭 HAPPY BIRTHDAY BABYYY❤️❤️❤️

#OurMeissaChanyeolDay 
#HappyChanyeolDay 
#찬열아생일축하해 
#항상찬열이편

 https://t.co/v…",FALSE,0,NA,2021-11-27 13:47:39,FALSE,NA,"1464591752111661061",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Saaju03",128,TRUE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해 #HappyVirus  
#항상찬열이편 @weareoneEXO",FALSE,0,"sehunfangirlll",2021-11-27 13:47:39,FALSE,"1464591735481200643","1464591751532793862","1224948281236545536","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sehunfangirlll",0,FALSE,FALSE,NA,NA
"@Lforeveeer_ HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,"Lforeveeer_",2021-11-27 13:47:38,FALSE,"1464567586373447683","1464591749993705481","1344325118340849664","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BadeYavuz131",0,FALSE,FALSE,NA,NA
"HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편 chanyeol best boy https://t.co/yL7u9Om1JX",FALSE,0,NA,2021-11-27 13:47:38,FALSE,NA,"1464591749456617472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lunuur6",0,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편 
@weareoneEXO 129",FALSE,0,"meobukanmio",2021-11-27 13:47:38,FALSE,"1464564092190937093","1464591749263757325","1223980677030273025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","meobukanmio",0,FALSE,FALSE,NA,NA
"@ParkChanyeolINA HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편¹",FALSE,0,"jongin_cii",2021-11-27 13:47:38,FALSE,"1464591556103393283","1464591747816689671","1451092411833217026","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jongin_cii",0,FALSE,FALSE,NA,NA
"RT @zepeto_official: Happy birthday to our beloved Chanyeol from EXO🥳 
Forever #WeAreOne💖

Amazing fan work by ZEPETO ID 👉 chanyeol28

#ZEP…",FALSE,0,NA,2021-11-27 13:47:37,FALSE,NA,"1464591746042679298",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stxcyyyyy",6027,TRUE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO 3.
HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편
@weareoneEXO",FALSE,0,"La_dokyungsoo",2021-11-27 13:47:36,FALSE,"1464591349756297221","1464591740745109510","1014334523184537600","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","La_dokyungsoo",0,FALSE,FALSE,NA,NA
"RT @hourlySKY: THIS IS SO CUTE😭😭 HAPPY BIRTHDAY BABYYY❤️❤️❤️

#OurMeissaChanyeolDay 
#HappyChanyeolDay 
#찬열아생일축하해 
#항상찬열이편

 https://t.co/v…",FALSE,0,NA,2021-11-27 13:47:36,FALSE,NA,"1464591739398803456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","myeonmoment",128,TRUE,FALSE,NA,NA
"@ohmykadi1288 HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,"ohmykadi1288",2021-11-27 13:47:35,FALSE,"1464249310166532130","1464591737440067594","1003783726101352451","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","for1485L",0,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편
@weareoneEXO 183",FALSE,0,"sluvsee",2021-11-27 13:47:35,FALSE,"1464569470978977792","1464591737037287425","1414595219035549699","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sluvsee",0,FALSE,FALSE,NA,NA
"RT @27xCHANYEOL: 5k more🔥🔥🔥🔥 Let's go💃💃

Reply with
#OurMeissaChanyeolDay #HappyChanyeolDay #찬열아생일축하해 #항상찬열이편 #CHANYEOL #찬열 #박찬열 #엑소찬열 http…",FALSE,0,NA,2021-11-27 13:47:35,FALSE,NA,"1464591735535898636",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pcyadrixexo",35,TRUE,FALSE,NA,NA
"RT @no_loey_no_life: Musical cast post ❤

#OurMeissaChanyeolDay 
#HappyChanyeolDay 
#찬열아생일축하해 
#항상찬열이편 https://t.co/KxDMImqqcJ",FALSE,0,NA,2021-11-27 13:47:35,FALSE,NA,"1464591735506440199",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","qnxtp",917,TRUE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해 #HappyVirus  
#항상찬열이편 @weareoneEXO",FALSE,0,"sehunfangirlll",2021-11-27 13:47:35,FALSE,"1464591715109457923","1464591735481200643","1224948281236545536","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sehunfangirlll",0,FALSE,FALSE,NA,NA
"@27xCHANYEOL HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편
#CHANYEOL",FALSE,0,"27xCHANYEOL",2021-11-27 13:47:34,FALSE,"1464590494470586377","1464591732838834179","1101886838279614464","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Cuntzloey",0,FALSE,FALSE,NA,NA
"RT @NTH_2705: Chanbar project Chanyeol's birthday

Part 5: LED at COEX Mall

#OurMeissaChanyeolDay
#HappyChanyeolDay 
#찬열아생일축하해 
#항상찬열이편 ht…",FALSE,0,NA,2021-11-27 13:47:34,FALSE,NA,"1464591731182030851",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","saranghajaO4O8",25,TRUE,FALSE,NA,NA
"@ParkChanyeolINA HAPPY CHANYEOL DAY 

#OurMeissaChanyeolDay 
#HappyChanyeolDay 
#찬열아생일축하해 
#항상찬열이편 #CHANYEOL 1",FALSE,0,"ParkChanyeolINA",2021-11-27 13:47:34,FALSE,"1464588325042282499","1464591730548768773","986133314","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarinInMarine",0,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해… https://t.co/oPX3Rgf5vf",FALSE,0,"_Bunnycitizen",2021-11-27 13:47:33,TRUE,"1464589741232300044","1464591730003513347","1366239308726689792","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Bunnycitizen",0,FALSE,FALSE,NA,NA
"thank you for working so hard chanyeol!! congratulations and happy birthday my love 🥺❤

#OurMeissaChanyeolDay… https://t.co/kwYZh13dQf",FALSE,1,NA,2021-11-27 13:47:33,TRUE,NA,"1464591729957376000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","steaIyouroses",0,FALSE,FALSE,NA,NA
"RT @exopredict: CHANYEOL UPDATE 😭😭😭😭❤❤#OurMeissaChanyeolDay 
#HappyChanyeolDay https://t.co/i5NTWv20iM",FALSE,0,NA,2021-11-27 13:47:33,FALSE,NA,"1464591727575154692",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","6104Nge",363,TRUE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편 
@weareoneEXO 128",FALSE,0,"meobukanmio",2021-11-27 13:47:33,FALSE,"1464564092190937093","1464591726627069953","1223980677030273025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","meobukanmio",0,FALSE,FALSE,NA,NA
"@ParkChanyeolINA HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편 
@weareoneEXO
(;`ー´)o/￣￣￣~&gt;°)))彡",FALSE,0,"ParkChanyeolINA",2021-11-27 13:47:32,FALSE,"1464588325042282499","1464591725679104015","986133314","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","agstteu2",0,FALSE,FALSE,NA,NA
"RT @_jjareu: @27xCHANYEOL 3
HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편
@weareoneEXO",FALSE,0,NA,2021-11-27 13:47:32,FALSE,NA,"1464591725285064711",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nada5565950627",2,TRUE,FALSE,NA,NA
"@JalandraYram @EDPHkpophall HAPPY CHANYEOL DAY! 🥳

#OurMeissaChanyeolDay‌
#CHANYEOL
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편",FALSE,0,"JalandraYram",2021-11-27 13:47:32,FALSE,"1464467391274831873","1464591725104484354","1247560568644370435","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1485_roge",0,FALSE,FALSE,NA,NA
"RT @NTH_2705: Special curtain call Chanyeol's birthday.

And he's crying a little bit due to this birthday party surprise

#HappyChanyeolDa…",FALSE,0,NA,2021-11-27 13:47:32,FALSE,NA,"1464591723351326721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","qnxtp",898,TRUE,FALSE,NA,NA
"@27xCHANYEOL @weareoneEXO HAPPY CHANYEOL DAY 💜 #OurMeissaChanyeolDay 
#HappyChanyeolDay 
#찬열아생일축하해 
#항상찬열이편",FALSE,0,"Chanbae17949600",2021-11-27 13:47:31,FALSE,"1464590664692219910","1464591721841324035","1330869624808751105","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chanbae17949600",0,FALSE,FALSE,NA,NA
"@ParkChanyeolINA HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편 
#HappyVirus  
#CHANYEOL 1",FALSE,0,"ParkChanyeolINA",2021-11-27 13:47:31,FALSE,"1464588325042282499","1464591721610682369","986133314","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iicarrusfalls",0,FALSE,FALSE,NA,NA
"@27xCHANYEOL HAPPY CHANYEOL DAY!🎂

#OurMeissaChanyeol 
#HappyChanyeolDay‌ 
#찬열아생일축하햐 
#항상천열이편",FALSE,0,"27xCHANYEOL",2021-11-27 13:47:31,FALSE,"1464590494470586377","1464591718808907784","1101886838279614464","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yeollieverse_27",0,FALSE,FALSE,NA,NA
"1K

HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,NA,2021-11-27 13:47:31,FALSE,NA,"1464591718435762178",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","X1X1NG",0,FALSE,FALSE,NA,NA
"RT @27xCHANYEOL: 5k more🔥🔥🔥🔥 Let's go💃💃

Reply with
#OurMeissaChanyeolDay #HappyChanyeolDay #찬열아생일축하해 #항상찬열이편 #CHANYEOL #찬열 #박찬열 #엑소찬열 http…",FALSE,0,NA,2021-11-27 13:47:31,FALSE,NA,"1464591717974167560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bbetter__",35,TRUE,FALSE,NA,NA
"RT @weareeri: thank you for everything! really appreciate you. may you receive back the love you genuinely give us a thousand fold! happy b…",FALSE,0,NA,2021-11-27 13:47:30,FALSE,NA,"1464591717596733443",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nicki_M94",1,TRUE,FALSE,NA,NA
"RT @oshcuddles: The cast sang a Happy Birthday song to Chanyeol and made him wear a big red ribbon ❤️

#HappyChanyeolDay https://t.co/tkVZf…",FALSE,0,NA,2021-11-27 13:47:30,FALSE,NA,"1464591715554103296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","qnxtp",2563,TRUE,FALSE,NA,NA
"@JalandraYram @EDPHkpophall HAPPY CHANYEOL DAY!!!

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편
@weareoneEXO",FALSE,0,"JalandraYram",2021-11-27 13:47:30,FALSE,"1464467391274831873","1464591715223089152","1247560568644370435","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Leeanbyun",0,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해 #HappyVirus  
#항상찬열이편 @weareoneEXO",FALSE,0,"sehunfangirlll",2021-11-27 13:47:30,FALSE,"1464591696239362049","1464591715109457923","1224948281236545536","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sehunfangirlll",0,FALSE,FALSE,NA,NA
"RT @kimjongdaefairy: remember when cy shared in an interview that jongdae was the only one who gave him a gift on his bday last 2019. And w…",FALSE,0,NA,2021-11-27 13:47:29,FALSE,NA,"1464591713607897090",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EXO_PCY2711",67,TRUE,FALSE,NA,NA
"RT @XEXOLParallel: A song of Meissa🤍

Chanyeol and the other casts did so well. It's so evident in his eyes that he is really happy today.…",FALSE,0,NA,2021-11-27 13:47:29,FALSE,NA,"1464591713243127811",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","6104Nge",38,TRUE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편
@weareoneEXO",FALSE,0,"cinchicken",2021-11-27 13:47:29,FALSE,"1464591679114022920","1464591712840343556","1015033864585076736","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cinchicken",0,FALSE,FALSE,NA,NA
"RT @no_loey_no_life: 추성욱 IG story

Happy birthday our beloved Yeollie-hyung ❤❤
Now let's go for the very last show in Seoul!!!

#OurMeissaC…",FALSE,0,NA,2021-11-27 13:47:29,FALSE,NA,"1464591712509067270",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","icterume63",337,TRUE,FALSE,NA,NA
"@ParkChanyeolINA @weareoneEXO HAPPY CHANYEOL DAY 

#OurMeissaChanyeolDay 
#HappyChanyeolDay 
#찬열아생일축하해 
#항상찬열이편 
@weareoneEXO",FALSE,0,"starsehuntopia",2021-11-27 13:47:29,FALSE,"1464591684994359296","1464591711565320195","1437254010164047874","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","starsehuntopia",0,FALSE,FALSE,NA,NA
"@mbsgives @weareoneEXO HAPPY CHANYEOL DAY!

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편 
#엑소 #EXO @weareoneEXO",FALSE,0,"mbsgives",2021-11-27 13:47:29,FALSE,"1464531523525242885","1464591710680674304","1438114511869788160","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","myonlychanshine",0,FALSE,FALSE,NA,NA
"RT @WORLDMUSICAWARD: Happy Birthday to the very handsome and hugely talented #Chanyeol of the legendary band #EXO, World Music Awards Multi…",FALSE,0,NA,2021-11-27 13:47:29,FALSE,NA,"1464591709736632322",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","exoplendid",6012,TRUE,FALSE,NA,NA
"RT @oshcuddles: The cast sang a Happy Birthday song to Chanyeol and made him wear a big red ribbon ❤️

#HappyChanyeolDay https://t.co/tkVZf…",FALSE,0,NA,2021-11-27 13:47:28,FALSE,NA,"1464591708826398724",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bxaxxm_",2563,TRUE,FALSE,NA,NA
"@Ceem30 HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해 #HappyVirus 
#항상찬열이편",FALSE,0,"Ceem30",2021-11-27 13:47:28,FALSE,"1464554366325563393","1464591708453097474","1290486273140899844","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yeoltsxy",0,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해… https://t.co/2UXJdot9sC",FALSE,0,"_Bunnycitizen",2021-11-27 13:47:28,TRUE,"1464589741232300044","1464591707022843914","1366239308726689792","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Bunnycitizen",0,FALSE,FALSE,NA,NA
"RT @27xCHANYEOL: 5k more🔥🔥🔥🔥 Let's go💃💃

Reply with
#OurMeissaChanyeolDay #HappyChanyeolDay #찬열아생일축하해 #항상찬열이편 #CHANYEOL #찬열 #박찬열 #엑소찬열 http…",FALSE,0,NA,2021-11-27 13:47:28,FALSE,NA,"1464591706334973958",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bilaaa124",35,TRUE,FALSE,NA,NA
"RT @ParkChanyeolINA: 211127 #CHANYEOL Last Curtain Call 'A Song of Meissa'

Cr jbcoo2014
#찬열 #메이사의노래 
#HappyChanyeolDay 
 https://t.co/1vMc…",FALSE,0,NA,2021-11-27 13:47:28,FALSE,NA,"1464591705584242690",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cypeachra",52,TRUE,FALSE,NA,NA
"son 1k hadiii 🥵🥵
HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,NA,2021-11-27 13:47:27,FALSE,NA,"1464591704586133504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chanyolimnida",0,FALSE,FALSE,NA,NA
"@ParkChanyeolINA HAPPY CHANYEOL DAY 

#OurMeissaChanyeolDay 
#HappyChanyeolDay 
#찬열아생일축하해 
#항상찬열이편 #CHANYEOL",FALSE,0,"ParkChanyeolINA",2021-11-27 13:47:27,FALSE,"1464588325042282499","1464591703453548551","986133314","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pwettyBaekk",0,FALSE,FALSE,NA,NA
"RT @gryffinyeolie: on your 30th birthday, we got matching tattoos 🥺 

#chanyeol #OurMeissaChanyeol #HappyChanyeolDay‌ https://t.co/ljO8YbmX…",FALSE,0,NA,2021-11-27 13:47:27,FALSE,NA,"1464591702925004806",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Godsfavouritec6",205,TRUE,FALSE,NA,NA
"@27xCHANYEOL Happy Birthday Chanyeol🤗
#OurMeissaChanyeolDay #HappyChanyeolDay #찬열아생일축하해 #항상찬열이편 #CHANYEOL #찬열 #박찬열 #엑소찬열",FALSE,0,"27xCHANYEOL",2021-11-27 13:47:27,FALSE,"1464590494470586377","1464591702862168071","1101886838279614464","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cy27Zqy",0,FALSE,FALSE,NA,NA
"@27xCHANYEOL HAPPY CHANYEOL DAY 🥳

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편 
@weareoneEXO",FALSE,0,"27xCHANYEOL",2021-11-27 13:47:26,FALSE,"1464585731871948800","1464591700496551942","1101886838279614464","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReaLoeyes",0,FALSE,FALSE,NA,NA
"RT @WORLDMUSICAWARD: Happy Birthday to the very handsome and hugely talented #Chanyeol of the legendary band #EXO, World Music Awards Multi…",FALSE,0,NA,2021-11-27 13:47:26,FALSE,NA,"1464591699485736962",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DiyaExo",6012,TRUE,FALSE,NA,NA
"@ParkChanyeolINA @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편… https://t.co/x13nugZwix",FALSE,0,"bundanyaloey",2021-11-27 13:47:26,TRUE,"1464591649569267719","1464591698722377737","1366722970031255555","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bundanyaloey",0,FALSE,FALSE,NA,NA
"@ParkChanyeolINA HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편 
@weareoneEXO
┌（★ｏ☆）┘",FALSE,0,"ParkChanyeolINA",2021-11-27 13:47:26,FALSE,"1464588325042282499","1464591698160324610","986133314","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","agstteu2",0,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해 #HappyVirus  
#항상찬열이편 @weareoneEXO",FALSE,0,"sehunfangirlll",2021-11-27 13:47:25,FALSE,"1464591680447778818","1464591696239362049","1224948281236545536","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sehunfangirlll",0,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편
@weareoneEXO 182",FALSE,0,"sluvsee",2021-11-27 13:47:25,FALSE,"1464569470978977792","1464591694842654721","1414595219035549699","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sluvsee",0,FALSE,FALSE,NA,NA
